id,member_id,date,activity,status,remark
922,76,2026-01-22,กิจกรรมYLA,present,17.29
923,77,2026-01-22,กิจกรรมYLA,present,17.11
924,78,2026-01-22,กิจกรรมYLA,present,17.01
925,79,2026-01-22,กิจกรรมYLA,present,17.00
926,80,2026-01-22,กิจกรรมYLA,present,17.00
927,82,2026-01-22,กิจกรรมYLA,present,17.26
928,84,2026-01-22,กิจกรรมYLA,absent,ขาด
929,87,2026-01-22,กิจกรรมYLA,present,17.14
930,89,2026-01-22,กิจกรรมYLA,present,17.03
931,90,2026-01-22,กิจกรรมYLA,present,17.18
932,92,2026-01-22,กิจกรรมYLA,absent,ขาด
933,93,2026-01-22,กิจกรรมYLA,present,17.05
934,97,2026-01-22,กิจกรรมYLA,present,17.22
935,98,2026-01-22,กิจกรรมYLA,present,17.23
936,99,2026-01-22,กิจกรรมYLA,absent,ขาด
937,100,2026-01-22,กิจกรรมYLA,present,17.25
938,101,2026-01-22,กิจกรรมYLA,present,17.13
939,102,2026-01-22,กิจกรรมYLA,present,17.02
940,103,2026-01-22,กิจกรรมYLA,present,17.00
941,104,2026-01-22,กิจกรรมYLA,present,17.46
942,105,2026-01-22,กิจกรรมYLA,present,17.17
943,106,2026-01-22,กิจกรรมYLA,present,17.24
944,107,2026-01-22,กิจกรรมYLA,present,17.34
945,109,2026-01-22,กิจกรรมYLA,present,17.23
946,120,2026-01-22,กิจกรรมYLA,present,แจ้งสาย
947,121,2026-01-22,กิจกรรมYLA,present,17.17
948,123,2026-01-22,กิจกรรมYLA,present,17.48
949,2,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
950,3,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
951,4,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
952,5,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
953,6,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
954,8,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
955,9,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
956,10,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
957,11,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
958,12,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
959,13,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
960,14,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
961,15,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
962,16,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
963,17,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
964,18,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
965,19,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
966,21,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
967,22,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
968,25,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
969,26,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
970,27,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
971,28,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
972,30,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
973,31,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
974,33,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
975,34,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
976,35,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
977,36,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),absent,
978,37,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
979,38,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
980,39,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
981,43,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
982,44,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
983,46,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
984,47,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
985,48,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
986,49,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
987,51,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
988,54,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
989,55,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
990,56,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
991,57,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
992,58,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
993,59,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
994,61,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),absent,
995,63,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
996,65,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
997,86,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
998,110,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
999,111,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
1000,112,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
1001,113,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
1002,114,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
1003,116,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
1004,118,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
1005,119,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
1006,124,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),absent,
1007,125,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
1008,127,2026-01-21,กิจกรรมYLA(การเขียนใบโครงการ),present,
1009,2,2026-01-25,ประชุมสภานักเรียน,present,
1010,3,2026-01-25,ประชุมสภานักเรียน,present,
1011,4,2026-01-25,ประชุมสภานักเรียน,present,
1012,5,2026-01-25,ประชุมสภานักเรียน,present,
1013,6,2026-01-25,ประชุมสภานักเรียน,absent,
1014,8,2026-01-25,ประชุมสภานักเรียน,present,
1015,9,2026-01-25,ประชุมสภานักเรียน,present,
1016,10,2026-01-25,ประชุมสภานักเรียน,present,
1017,11,2026-01-25,ประชุมสภานักเรียน,present,
1018,12,2026-01-25,ประชุมสภานักเรียน,present,
1019,13,2026-01-25,ประชุมสภานักเรียน,present,
1020,14,2026-01-25,ประชุมสภานักเรียน,present,
1021,15,2026-01-25,ประชุมสภานักเรียน,present,
1022,16,2026-01-25,ประชุมสภานักเรียน,present,
1023,17,2026-01-25,ประชุมสภานักเรียน,present,
1024,18,2026-01-25,ประชุมสภานักเรียน,absent,
1025,19,2026-01-25,ประชุมสภานักเรียน,present,
1026,21,2026-01-25,ประชุมสภานักเรียน,present,
1027,22,2026-01-25,ประชุมสภานักเรียน,present,
1028,25,2026-01-25,ประชุมสภานักเรียน,present,
1029,26,2026-01-25,ประชุมสภานักเรียน,present,
1030,27,2026-01-25,ประชุมสภานักเรียน,present,
1031,28,2026-01-25,ประชุมสภานักเรียน,present,
1032,30,2026-01-25,ประชุมสภานักเรียน,present,
1033,31,2026-01-25,ประชุมสภานักเรียน,present,
1034,33,2026-01-25,ประชุมสภานักเรียน,present,
1035,34,2026-01-25,ประชุมสภานักเรียน,present,
1036,35,2026-01-25,ประชุมสภานักเรียน,present,
1037,36,2026-01-25,ประชุมสภานักเรียน,present,
1038,37,2026-01-25,ประชุมสภานักเรียน,absent,
1039,38,2026-01-25,ประชุมสภานักเรียน,present,
1040,39,2026-01-25,ประชุมสภานักเรียน,present,
1041,43,2026-01-25,ประชุมสภานักเรียน,present,
1042,44,2026-01-25,ประชุมสภานักเรียน,present,
1043,46,2026-01-25,ประชุมสภานักเรียน,absent,
1044,47,2026-01-25,ประชุมสภานักเรียน,present,
1045,48,2026-01-25,ประชุมสภานักเรียน,present,
1046,49,2026-01-25,ประชุมสภานักเรียน,absent,
1047,51,2026-01-25,ประชุมสภานักเรียน,present,
1048,54,2026-01-25,ประชุมสภานักเรียน,present,
1049,55,2026-01-25,ประชุมสภานักเรียน,present,
1050,56,2026-01-25,ประชุมสภานักเรียน,present,
1051,57,2026-01-25,ประชุมสภานักเรียน,present,
1052,58,2026-01-25,ประชุมสภานักเรียน,absent,
1053,59,2026-01-25,ประชุมสภานักเรียน,present,
1054,61,2026-01-25,ประชุมสภานักเรียน,absent,
1055,63,2026-01-25,ประชุมสภานักเรียน,present,
1056,65,2026-01-25,ประชุมสภานักเรียน,present,
1057,86,2026-01-25,ประชุมสภานักเรียน,present,
1058,110,2026-01-25,ประชุมสภานักเรียน,absent,
1059,111,2026-01-25,ประชุมสภานักเรียน,present,
1060,112,2026-01-25,ประชุมสภานักเรียน,present,
1061,113,2026-01-25,ประชุมสภานักเรียน,absent,
1062,114,2026-01-25,ประชุมสภานักเรียน,present,
1063,116,2026-01-25,ประชุมสภานักเรียน,present,
1064,118,2026-01-25,ประชุมสภานักเรียน,present,
1065,119,2026-01-25,ประชุมสภานักเรียน,present,
1066,124,2026-01-25,ประชุมสภานักเรียน,present,
1067,125,2026-01-25,ประชุมสภานักเรียน,present,
1068,127,2026-01-25,ประชุมสภานักเรียน,present,
1069,2,2026-02-09,ประชุมสภานักเรียน,present,
1070,3,2026-02-09,ประชุมสภานักเรียน,present,
1071,4,2026-02-09,ประชุมสภานักเรียน,present,
1072,5,2026-02-09,ประชุมสภานักเรียน,present,
1073,6,2026-02-09,ประชุมสภานักเรียน,present,
1074,8,2026-02-09,ประชุมสภานักเรียน,present,
1075,9,2026-02-09,ประชุมสภานักเรียน,present,
1076,10,2026-02-09,ประชุมสภานักเรียน,present,
1077,11,2026-02-09,ประชุมสภานักเรียน,present,
1078,12,2026-02-09,ประชุมสภานักเรียน,present,
1079,13,2026-02-09,ประชุมสภานักเรียน,present,
1080,14,2026-02-09,ประชุมสภานักเรียน,present,
1081,15,2026-02-09,ประชุมสภานักเรียน,present,
1082,16,2026-02-09,ประชุมสภานักเรียน,present,
1083,17,2026-02-09,ประชุมสภานักเรียน,present,
1084,18,2026-02-09,ประชุมสภานักเรียน,present,
1085,19,2026-02-09,ประชุมสภานักเรียน,present,
1086,21,2026-02-09,ประชุมสภานักเรียน,present,
1087,22,2026-02-09,ประชุมสภานักเรียน,present,
1088,25,2026-02-09,ประชุมสภานักเรียน,present,
1089,26,2026-02-09,ประชุมสภานักเรียน,present,
1090,27,2026-02-09,ประชุมสภานักเรียน,present,
1091,28,2026-02-09,ประชุมสภานักเรียน,present,
1092,30,2026-02-09,ประชุมสภานักเรียน,absent,
1093,31,2026-02-09,ประชุมสภานักเรียน,present,
1094,33,2026-02-09,ประชุมสภานักเรียน,present,
1095,34,2026-02-09,ประชุมสภานักเรียน,present,
1096,35,2026-02-09,ประชุมสภานักเรียน,present,
1097,36,2026-02-09,ประชุมสภานักเรียน,present,
1098,37,2026-02-09,ประชุมสภานักเรียน,present,
1099,38,2026-02-09,ประชุมสภานักเรียน,present,
1100,39,2026-02-09,ประชุมสภานักเรียน,absent,
1101,43,2026-02-09,ประชุมสภานักเรียน,present,
1102,44,2026-02-09,ประชุมสภานักเรียน,present,
1103,46,2026-02-09,ประชุมสภานักเรียน,present,
1104,47,2026-02-09,ประชุมสภานักเรียน,present,
1105,48,2026-02-09,ประชุมสภานักเรียน,present,
1106,49,2026-02-09,ประชุมสภานักเรียน,absent,
1107,51,2026-02-09,ประชุมสภานักเรียน,absent,
1108,54,2026-02-09,ประชุมสภานักเรียน,absent,
1109,55,2026-02-09,ประชุมสภานักเรียน,absent,
1110,56,2026-02-09,ประชุมสภานักเรียน,absent,
1111,57,2026-02-09,ประชุมสภานักเรียน,present,
1112,58,2026-02-09,ประชุมสภานักเรียน,absent,
1113,59,2026-02-09,ประชุมสภานักเรียน,present,
1114,61,2026-02-09,ประชุมสภานักเรียน,present,
1115,63,2026-02-09,ประชุมสภานักเรียน,present,
1116,65,2026-02-09,ประชุมสภานักเรียน,present,
1117,86,2026-02-09,ประชุมสภานักเรียน,present,
1118,111,2026-02-09,ประชุมสภานักเรียน,present,
1119,112,2026-02-09,ประชุมสภานักเรียน,present,
1120,113,2026-02-09,ประชุมสภานักเรียน,present,
1121,114,2026-02-09,ประชุมสภานักเรียน,present,
1122,116,2026-02-09,ประชุมสภานักเรียน,present,
1123,118,2026-02-09,ประชุมสภานักเรียน,present,
1124,119,2026-02-09,ประชุมสภานักเรียน,present,
1125,124,2026-02-09,ประชุมสภานักเรียน,absent,
1126,125,2026-02-09,ประชุมสภานักเรียน,present,
1127,2,2026-02-05,ประชุมสภานักเรียน,absent,
1128,3,2026-02-05,ประชุมสภานักเรียน,present,
1129,4,2026-02-05,ประชุมสภานักเรียน,present,
1130,5,2026-02-05,ประชุมสภานักเรียน,present,
1131,6,2026-02-05,ประชุมสภานักเรียน,absent,
1132,8,2026-02-05,ประชุมสภานักเรียน,present,
1133,9,2026-02-05,ประชุมสภานักเรียน,present,
1134,10,2026-02-05,ประชุมสภานักเรียน,present,
1135,11,2026-02-05,ประชุมสภานักเรียน,present,
1136,12,2026-02-05,ประชุมสภานักเรียน,present,
1137,13,2026-02-05,ประชุมสภานักเรียน,present,
1138,14,2026-02-05,ประชุมสภานักเรียน,present,
1139,15,2026-02-05,ประชุมสภานักเรียน,present,
1140,16,2026-02-05,ประชุมสภานักเรียน,present,
1141,17,2026-02-05,ประชุมสภานักเรียน,present,
1142,18,2026-02-05,ประชุมสภานักเรียน,present,
1143,19,2026-02-05,ประชุมสภานักเรียน,absent,
1144,21,2026-02-05,ประชุมสภานักเรียน,present,
1145,22,2026-02-05,ประชุมสภานักเรียน,absent,
1146,25,2026-02-05,ประชุมสภานักเรียน,present,
1147,26,2026-02-05,ประชุมสภานักเรียน,present,
1148,27,2026-02-05,ประชุมสภานักเรียน,present,
1149,28,2026-02-05,ประชุมสภานักเรียน,present,
1150,30,2026-02-05,ประชุมสภานักเรียน,present,
1151,31,2026-02-05,ประชุมสภานักเรียน,present,
1152,33,2026-02-05,ประชุมสภานักเรียน,present,
1153,34,2026-02-05,ประชุมสภานักเรียน,present,
1154,35,2026-02-05,ประชุมสภานักเรียน,present,
1155,36,2026-02-05,ประชุมสภานักเรียน,present,
1156,37,2026-02-05,ประชุมสภานักเรียน,absent,
1157,38,2026-02-05,ประชุมสภานักเรียน,present,
1158,39,2026-02-05,ประชุมสภานักเรียน,present,
1159,43,2026-02-05,ประชุมสภานักเรียน,present,
1160,44,2026-02-05,ประชุมสภานักเรียน,present,
1161,46,2026-02-05,ประชุมสภานักเรียน,present,
1162,47,2026-02-05,ประชุมสภานักเรียน,present,
1163,48,2026-02-05,ประชุมสภานักเรียน,present,
1164,49,2026-02-05,ประชุมสภานักเรียน,present,
1165,51,2026-02-05,ประชุมสภานักเรียน,present,
1166,54,2026-02-05,ประชุมสภานักเรียน,present,
1167,55,2026-02-05,ประชุมสภานักเรียน,present,
1168,56,2026-02-05,ประชุมสภานักเรียน,present,
1169,57,2026-02-05,ประชุมสภานักเรียน,present,
1170,58,2026-02-05,ประชุมสภานักเรียน,present,
1171,59,2026-02-05,ประชุมสภานักเรียน,present,
1172,61,2026-02-05,ประชุมสภานักเรียน,present,
1173,63,2026-02-05,ประชุมสภานักเรียน,present,
1174,65,2026-02-05,ประชุมสภานักเรียน,present,
1175,86,2026-02-05,ประชุมสภานักเรียน,present,
1176,111,2026-02-05,ประชุมสภานักเรียน,present,
1177,112,2026-02-05,ประชุมสภานักเรียน,present,
1178,113,2026-02-05,ประชุมสภานักเรียน,present,
1179,114,2026-02-05,ประชุมสภานักเรียน,present,
1180,116,2026-02-05,ประชุมสภานักเรียน,present,
1181,118,2026-02-05,ประชุมสภานักเรียน,present,
1182,119,2026-02-05,ประชุมสภานักเรียน,present,
1183,124,2026-02-05,ประชุมสภานักเรียน,present,
1184,125,2026-02-05,ประชุมสภานักเรียน,present,
1185,2,2026-02-04,ประชุมสภานักเรียน,present,
1186,3,2026-02-04,ประชุมสภานักเรียน,present,
1187,4,2026-02-04,ประชุมสภานักเรียน,present,
1188,5,2026-02-04,ประชุมสภานักเรียน,present,
1189,6,2026-02-04,ประชุมสภานักเรียน,present,
1190,8,2026-02-04,ประชุมสภานักเรียน,present,
1191,9,2026-02-04,ประชุมสภานักเรียน,present,
1192,10,2026-02-04,ประชุมสภานักเรียน,present,
1193,11,2026-02-04,ประชุมสภานักเรียน,present,
1194,12,2026-02-04,ประชุมสภานักเรียน,absent,
1195,13,2026-02-04,ประชุมสภานักเรียน,present,
1196,14,2026-02-04,ประชุมสภานักเรียน,present,
1197,15,2026-02-04,ประชุมสภานักเรียน,present,
1198,16,2026-02-04,ประชุมสภานักเรียน,present,
1199,17,2026-02-04,ประชุมสภานักเรียน,present,
1200,18,2026-02-04,ประชุมสภานักเรียน,present,
1201,19,2026-02-04,ประชุมสภานักเรียน,present,
1202,21,2026-02-04,ประชุมสภานักเรียน,present,
1203,22,2026-02-04,ประชุมสภานักเรียน,present,
1204,25,2026-02-04,ประชุมสภานักเรียน,present,
1205,26,2026-02-04,ประชุมสภานักเรียน,present,
1206,27,2026-02-04,ประชุมสภานักเรียน,present,
1207,28,2026-02-04,ประชุมสภานักเรียน,present,
1208,30,2026-02-04,ประชุมสภานักเรียน,present,
1209,31,2026-02-04,ประชุมสภานักเรียน,present,
1210,33,2026-02-04,ประชุมสภานักเรียน,present,
1211,34,2026-02-04,ประชุมสภานักเรียน,present,
1212,35,2026-02-04,ประชุมสภานักเรียน,present,
1213,36,2026-02-04,ประชุมสภานักเรียน,present,
1214,37,2026-02-04,ประชุมสภานักเรียน,present,
1215,38,2026-02-04,ประชุมสภานักเรียน,present,
1216,39,2026-02-04,ประชุมสภานักเรียน,absent,
1217,43,2026-02-04,ประชุมสภานักเรียน,present,
1218,44,2026-02-04,ประชุมสภานักเรียน,present,
1219,46,2026-02-04,ประชุมสภานักเรียน,present,
1220,47,2026-02-04,ประชุมสภานักเรียน,present,
1221,48,2026-02-04,ประชุมสภานักเรียน,present,
1222,49,2026-02-04,ประชุมสภานักเรียน,present,
1223,51,2026-02-04,ประชุมสภานักเรียน,present,
1224,54,2026-02-04,ประชุมสภานักเรียน,present,
1225,55,2026-02-04,ประชุมสภานักเรียน,present,
1226,56,2026-02-04,ประชุมสภานักเรียน,present,
1227,57,2026-02-04,ประชุมสภานักเรียน,present,
1228,58,2026-02-04,ประชุมสภานักเรียน,present,
1229,59,2026-02-04,ประชุมสภานักเรียน,present,
1230,61,2026-02-04,ประชุมสภานักเรียน,present,
1231,63,2026-02-04,ประชุมสภานักเรียน,present,
1232,65,2026-02-04,ประชุมสภานักเรียน,present,
1233,86,2026-02-04,ประชุมสภานักเรียน,present,
1234,111,2026-02-04,ประชุมสภานักเรียน,present,
1235,112,2026-02-04,ประชุมสภานักเรียน,absent,
1236,113,2026-02-04,ประชุมสภานักเรียน,present,
1237,114,2026-02-04,ประชุมสภานักเรียน,absent,
1238,116,2026-02-04,ประชุมสภานักเรียน,present,
1239,118,2026-02-04,ประชุมสภานักเรียน,present,
1240,119,2026-02-04,ประชุมสภานักเรียน,present,
1241,124,2026-02-04,ประชุมสภานักเรียน,present,
1242,125,2026-02-04,ประชุมสภานักเรียน,absent,
1243,2,2026-02-02,ประชุมสภานักเรียน,present,
1244,3,2026-02-02,ประชุมสภานักเรียน,present,
1245,4,2026-02-02,ประชุมสภานักเรียน,present,
1246,5,2026-02-02,ประชุมสภานักเรียน,present,
1247,6,2026-02-02,ประชุมสภานักเรียน,present,
1248,8,2026-02-02,ประชุมสภานักเรียน,present,
1249,9,2026-02-02,ประชุมสภานักเรียน,present,
1250,10,2026-02-02,ประชุมสภานักเรียน,present,
1251,11,2026-02-02,ประชุมสภานักเรียน,present,
1252,12,2026-02-02,ประชุมสภานักเรียน,present,
1253,13,2026-02-02,ประชุมสภานักเรียน,present,
1254,14,2026-02-02,ประชุมสภานักเรียน,present,
1255,15,2026-02-02,ประชุมสภานักเรียน,present,
1256,16,2026-02-02,ประชุมสภานักเรียน,present,
1257,17,2026-02-02,ประชุมสภานักเรียน,present,
1258,18,2026-02-02,ประชุมสภานักเรียน,present,
1259,19,2026-02-02,ประชุมสภานักเรียน,present,
1260,21,2026-02-02,ประชุมสภานักเรียน,present,
1261,22,2026-02-02,ประชุมสภานักเรียน,present,
1262,25,2026-02-02,ประชุมสภานักเรียน,present,
1263,26,2026-02-02,ประชุมสภานักเรียน,absent,
1264,27,2026-02-02,ประชุมสภานักเรียน,present,
1265,28,2026-02-02,ประชุมสภานักเรียน,present,
1266,30,2026-02-02,ประชุมสภานักเรียน,present,
1267,31,2026-02-02,ประชุมสภานักเรียน,present,
1268,33,2026-02-02,ประชุมสภานักเรียน,present,
1269,34,2026-02-02,ประชุมสภานักเรียน,present,
1270,35,2026-02-02,ประชุมสภานักเรียน,present,
1271,36,2026-02-02,ประชุมสภานักเรียน,present,
1272,37,2026-02-02,ประชุมสภานักเรียน,absent,
1273,38,2026-02-02,ประชุมสภานักเรียน,present,
1274,39,2026-02-02,ประชุมสภานักเรียน,present,
1275,43,2026-02-02,ประชุมสภานักเรียน,present,
1276,44,2026-02-02,ประชุมสภานักเรียน,present,
1277,46,2026-02-02,ประชุมสภานักเรียน,present,
1278,47,2026-02-02,ประชุมสภานักเรียน,present,
1279,48,2026-02-02,ประชุมสภานักเรียน,absent,
1280,49,2026-02-02,ประชุมสภานักเรียน,present,
1281,51,2026-02-02,ประชุมสภานักเรียน,present,
1282,54,2026-02-02,ประชุมสภานักเรียน,present,
1283,55,2026-02-02,ประชุมสภานักเรียน,present,
1284,56,2026-02-02,ประชุมสภานักเรียน,present,
1285,57,2026-02-02,ประชุมสภานักเรียน,present,
1286,58,2026-02-02,ประชุมสภานักเรียน,present,
1287,59,2026-02-02,ประชุมสภานักเรียน,present,
1288,61,2026-02-02,ประชุมสภานักเรียน,present,
1289,63,2026-02-02,ประชุมสภานักเรียน,present,
1290,65,2026-02-02,ประชุมสภานักเรียน,present,
1291,86,2026-02-02,ประชุมสภานักเรียน,present,
1292,111,2026-02-02,ประชุมสภานักเรียน,present,
1293,112,2026-02-02,ประชุมสภานักเรียน,present,
1294,113,2026-02-02,ประชุมสภานักเรียน,absent,
1295,114,2026-02-02,ประชุมสภานักเรียน,present,
1296,116,2026-02-02,ประชุมสภานักเรียน,present,
1297,118,2026-02-02,ประชุมสภานักเรียน,present,
1298,119,2026-02-02,ประชุมสภานักเรียน,present,
1299,124,2026-02-02,ประชุมสภานักเรียน,present,
1300,125,2026-02-02,ประชุมสภานักเรียน,present,
1301,3,2026-02-01,ประชุมสภานักเรียน,absent,
1302,4,2026-02-01,ประชุมสภานักเรียน,absent,
1303,5,2026-02-01,ประชุมสภานักเรียน,present,
1304,6,2026-02-01,ประชุมสภานักเรียน,present,
1305,8,2026-02-01,ประชุมสภานักเรียน,present,
1306,9,2026-02-01,ประชุมสภานักเรียน,absent,
1307,10,2026-02-01,ประชุมสภานักเรียน,present,
1308,11,2026-02-01,ประชุมสภานักเรียน,present,
1309,12,2026-02-01,ประชุมสภานักเรียน,present,
1310,13,2026-02-01,ประชุมสภานักเรียน,present,
1311,14,2026-02-01,ประชุมสภานักเรียน,present,
1312,15,2026-02-01,ประชุมสภานักเรียน,present,
1313,16,2026-02-01,ประชุมสภานักเรียน,present,
1314,17,2026-02-01,ประชุมสภานักเรียน,absent,
1315,18,2026-02-01,ประชุมสภานักเรียน,present,
1316,19,2026-02-01,ประชุมสภานักเรียน,present,
1317,21,2026-02-01,ประชุมสภานักเรียน,present,
1318,22,2026-02-01,ประชุมสภานักเรียน,present,
1319,25,2026-02-01,ประชุมสภานักเรียน,present,
1320,26,2026-02-01,ประชุมสภานักเรียน,present,
1321,27,2026-02-01,ประชุมสภานักเรียน,present,
1322,28,2026-02-01,ประชุมสภานักเรียน,present,
1323,30,2026-02-01,ประชุมสภานักเรียน,present,
1324,31,2026-02-01,ประชุมสภานักเรียน,present,
1325,33,2026-02-01,ประชุมสภานักเรียน,present,
1326,34,2026-02-01,ประชุมสภานักเรียน,present,
1327,35,2026-02-01,ประชุมสภานักเรียน,present,
1328,36,2026-02-01,ประชุมสภานักเรียน,present,
1329,37,2026-02-01,ประชุมสภานักเรียน,present,
1330,38,2026-02-01,ประชุมสภานักเรียน,absent,
1331,39,2026-02-01,ประชุมสภานักเรียน,present,
1332,43,2026-02-01,ประชุมสภานักเรียน,present,
1333,44,2026-02-01,ประชุมสภานักเรียน,present,
1334,46,2026-02-01,ประชุมสภานักเรียน,present,
1335,47,2026-02-01,ประชุมสภานักเรียน,present,
1336,48,2026-02-01,ประชุมสภานักเรียน,present,
1337,49,2026-02-01,ประชุมสภานักเรียน,present,
1338,51,2026-02-01,ประชุมสภานักเรียน,present,
1339,54,2026-02-01,ประชุมสภานักเรียน,present,
1340,55,2026-02-01,ประชุมสภานักเรียน,present,
1341,56,2026-02-01,ประชุมสภานักเรียน,present,
1342,57,2026-02-01,ประชุมสภานักเรียน,present,
1343,58,2026-02-01,ประชุมสภานักเรียน,present,
1344,59,2026-02-01,ประชุมสภานักเรียน,present,
1345,61,2026-02-01,ประชุมสภานักเรียน,present,
1346,63,2026-02-01,ประชุมสภานักเรียน,present,
1347,65,2026-02-01,ประชุมสภานักเรียน,present,
1348,86,2026-02-01,ประชุมสภานักเรียน,present,
1349,111,2026-02-01,ประชุมสภานักเรียน,present,
1350,112,2026-02-01,ประชุมสภานักเรียน,present,
1351,113,2026-02-01,ประชุมสภานักเรียน,present,
1352,114,2026-02-01,ประชุมสภานักเรียน,present,
1353,116,2026-02-01,ประชุมสภานักเรียน,present,
1354,118,2026-02-01,ประชุมสภานักเรียน,present,
1355,119,2026-02-01,ประชุมสภานักเรียน,present,
1356,124,2026-02-01,ประชุมสภานักเรียน,present,
1357,125,2026-02-01,ประชุมสภานักเรียน,present,
1358,2,2026-02-10,ประชุมสภานักเรียน,present,
1359,3,2026-02-10,ประชุมสภานักเรียน,present,
1360,4,2026-02-10,ประชุมสภานักเรียน,present,
1361,5,2026-02-10,ประชุมสภานักเรียน,present,
1362,6,2026-02-10,ประชุมสภานักเรียน,present,
1363,8,2026-02-10,ประชุมสภานักเรียน,present,
1364,9,2026-02-10,ประชุมสภานักเรียน,present,
1365,10,2026-02-10,ประชุมสภานักเรียน,absent,
1366,11,2026-02-10,ประชุมสภานักเรียน,present,
1367,12,2026-02-10,ประชุมสภานักเรียน,present,
1368,13,2026-02-10,ประชุมสภานักเรียน,present,
1369,14,2026-02-10,ประชุมสภานักเรียน,present,
1370,15,2026-02-10,ประชุมสภานักเรียน,present,
1371,16,2026-02-10,ประชุมสภานักเรียน,present,
1372,17,2026-02-10,ประชุมสภานักเรียน,present,
1373,18,2026-02-10,ประชุมสภานักเรียน,present,
1374,19,2026-02-10,ประชุมสภานักเรียน,present,
1375,21,2026-02-10,ประชุมสภานักเรียน,present,
1376,22,2026-02-10,ประชุมสภานักเรียน,present,
1377,25,2026-02-10,ประชุมสภานักเรียน,present,
1378,26,2026-02-10,ประชุมสภานักเรียน,present,
1379,27,2026-02-10,ประชุมสภานักเรียน,present,
1380,28,2026-02-10,ประชุมสภานักเรียน,present,
1381,30,2026-02-10,ประชุมสภานักเรียน,present,
1382,31,2026-02-10,ประชุมสภานักเรียน,present,
1383,33,2026-02-10,ประชุมสภานักเรียน,present,
